date,account,total_closed_pnl,total_size,trades,buy_trades,sell_trades,daily_pnl_bucket,value,classification,sentiment_score,sentiment_bucket,classification_bin,sentiment_bin
2025-01-17,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,77.26888,436.01,7,4,3,neutral,75.0,extreme greed,75.0,greed,2,3
2025-01-18,0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,1047.030992,424255.48971,39,10,29,positive,77.0,extreme greed,77.0,greed,2,3
2025-01-18,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,594.135892,31250.29,259,128,131,positive,77.0,extreme greed,77.0,greed,2,3
2025-01-18,0x2c229d22b100a7beb69122eed721cee9b24011dd,-33.4413,14.6,2,1,1,low,77.0,extreme greed,77.0,greed,2,3
2025-01-18,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,307.105046,5565.67684,34,18,16,positive,77.0,extreme greed,77.0,greed,2,3
2025-01-18,0x4f93fead39b70a1824f981a54d4e55b278e9f760,4078.848863,18.06923,58,32,26,positive,77.0,extreme greed,77.0,greed,2,3
2025-01-18,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,-3249.381438,15863.6,33,23,10,negative,77.0,extreme greed,77.0,greed,2,3
2025-01-18,0x8381e6d82f1affd39a336e143e081ef7620a3b7f,0.0,962.64,7,7,0,low,77.0,extreme greed,77.0,greed,2,3
2025-01-18,0x8477e447846c758f5a675856001ea72298fd9cb5,1055.8044439999999,8831.21,40,22,18,positive,77.0,extreme greed,77.0,greed,2,3
2025-01-18,0xa0feb3725a9335f49874d7cd8eaad6be45b27416,0.0,3316.84,53,53,0,low,77.0,extreme greed,77.0,greed,2,3
2025-01-18,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,7393.785411,8593.58,101,39,62,positive,77.0,extreme greed,77.0,greed,2,3
2025-01-18,0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,-10750.654828,2627590.0,12,7,5,negative,77.0,extreme greed,77.0,greed,2,3
2025-01-18,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,0.0,1211.4,13,13,0,low,77.0,extreme greed,77.0,greed,2,3
2025-01-19,0x083384f897ee0f19899168e3b1bec365f52a9012,71393.964098,13049.88,465,112,353,positive,77.0,extreme greed,77.0,greed,2,3
2025-01-19,0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,4842.054317,437057.6347,124,43,81,positive,77.0,extreme greed,77.0,greed,2,3
2025-01-19,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,102.504343,44485.61,184,58,126,positive,77.0,extreme greed,77.0,greed,2,3
2025-01-19,0x2c229d22b100a7beb69122eed721cee9b24011dd,11437.823511999999,17649.6,74,28,46,positive,77.0,extreme greed,77.0,greed,2,3
2025-01-19,0x39cef799f8b69da1995852eea189df24eb5cae3c,-1584.55781,2033.25,3,0,3,negative,77.0,extreme greed,77.0,greed,2,3
2025-01-19,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,541.742729,13047.470000000001,27,15,12,positive,77.0,extreme greed,77.0,greed,2,3
2025-01-19,0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,1519.769822,4367.6,30,10,20,positive,77.0,extreme greed,77.0,greed,2,3
2025-01-19,0x4f93fead39b70a1824f981a54d4e55b278e9f760,3253.260003,21.17212,88,63,25,positive,77.0,extreme greed,77.0,greed,2,3
2025-01-19,0x6d6a4b953f202f8df5bed40692e7fd865318264a,0.0,176.66,12,12,0,low,77.0,extreme greed,77.0,greed,2,3
2025-01-19,0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,0.0,4.82,1,1,0,low,77.0,extreme greed,77.0,greed,2,3
2025-01-19,0x8477e447846c758f5a675856001ea72298fd9cb5,0.0,3808.3,13,0,13,low,77.0,extreme greed,77.0,greed,2,3
2025-01-19,0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,0.0,44231.0,484,484,0,low,77.0,extreme greed,77.0,greed,2,3
2025-01-19,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,3867.854339,65070.0,3,0,3,positive,77.0,extreme greed,77.0,greed,2,3
2025-01-19,0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,-7963.5855,2000.0,30,12,18,negative,77.0,extreme greed,77.0,greed,2,3
2025-01-19,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,512.9694489999999,1269.57,29,3,26,positive,77.0,extreme greed,77.0,greed,2,3
2025-01-20,0x083384f897ee0f19899168e3b1bec365f52a9012,40218.599998,2000.0,51,28,23,positive,76.0,extreme greed,76.0,greed,2,3
2025-01-20,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,608.885905,116960.04,169,115,54,positive,76.0,extreme greed,76.0,greed,2,3
2025-01-20,0x2c229d22b100a7beb69122eed721cee9b24011dd,1535.55008,12836.0,82,52,30,positive,76.0,extreme greed,76.0,greed,2,3
2025-01-20,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,0.0,16.42,2,2,0,low,76.0,extreme greed,76.0,greed,2,3
2025-01-20,0x39cef799f8b69da1995852eea189df24eb5cae3c,-401.2638,0.5762,4,1,3,negative,76.0,extreme greed,76.0,greed,2,3
2025-01-20,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2262.94445,32891.78491,66,47,19,positive,76.0,extreme greed,76.0,greed,2,3
2025-01-20,0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,-2427.873799,8216.6,43,7,36,negative,76.0,extreme greed,76.0,greed,2,3
2025-01-20,0x4f93fead39b70a1824f981a54d4e55b278e9f760,7466.841136,56.003930000000004,194,133,61,positive,76.0,extreme greed,76.0,greed,2,3
2025-01-20,0x6d6a4b953f202f8df5bed40692e7fd865318264a,0.0,247.37,3,3,0,low,76.0,extreme greed,76.0,greed,2,3
2025-01-20,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,16210.341667,1206074.0,409,190,219,positive,76.0,extreme greed,76.0,greed,2,3
2025-01-20,0x8477e447846c758f5a675856001ea72298fd9cb5,1876.265511,5104.3017,44,21,23,positive,76.0,extreme greed,76.0,greed,2,3
2025-01-20,0xa0feb3725a9335f49874d7cd8eaad6be45b27416,0.0,155.11,1,1,0,low,76.0,extreme greed,76.0,greed,2,3
2025-01-20,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,153605.0,23,23,0,low,76.0,extreme greed,76.0,greed,2,3
2025-01-20,0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,24895.400898,165000.0,33,26,7,positive,76.0,extreme greed,76.0,greed,2,3
2025-01-20,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,-4968.452873,10668.08,191,106,85,negative,76.0,extreme greed,76.0,greed,2,3
2025-01-21,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,428.3738,14707.61,94,48,46,positive,76.0,extreme greed,76.0,greed,2,3
2025-01-21,0x2c229d22b100a7beb69122eed721cee9b24011dd,59.672564,46.4,15,9,6,neutral,76.0,extreme greed,76.0,greed,2,3
2025-01-21,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,287.821918,5806.97,13,9,4,positive,76.0,extreme greed,76.0,greed,2,3
2025-01-21,0x4f93fead39b70a1824f981a54d4e55b278e9f760,2953.3108039999997,12.58437,92,34,58,positive,76.0,extreme greed,76.0,greed,2,3
2025-01-21,0x8477e447846c758f5a675856001ea72298fd9cb5,201.672306,218937.86522,206,37,169,positive,76.0,extreme greed,76.0,greed,2,3
2025-01-21,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2806.434723,369.81,8,0,8,positive,76.0,extreme greed,76.0,greed,2,3
2025-01-21,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2997.363771,155617.85464,52,0,52,positive,76.0,extreme greed,76.0,greed,2,3
2025-01-21,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,1343.189535,1661.03,50,8,42,positive,76.0,extreme greed,76.0,greed,2,3
2025-01-22,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,589.467131,110844.23,112,57,55,positive,84.0,extreme greed,84.0,greed,2,3
2025-01-22,0x2c229d22b100a7beb69122eed721cee9b24011dd,12769.669401000001,2039670.0,229,129,100,positive,84.0,extreme greed,84.0,greed,2,3
2025-01-22,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2867.6138889999997,54540.812,98,24,74,positive,84.0,extreme greed,84.0,greed,2,3
2025-01-22,0x4f93fead39b70a1824f981a54d4e55b278e9f760,2971.896355,10.11612,61,35,26,positive,84.0,extreme greed,84.0,greed,2,3
2025-01-22,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,548.62199,130018.0,35,1,34,positive,84.0,extreme greed,84.0,greed,2,3
2025-01-22,0x8170715b3b381dffb7062c0298972d4727a0a63b,-179.521683,433.9,6,0,6,negative,84.0,extreme greed,84.0,greed,2,3
2025-01-22,0x8477e447846c758f5a675856001ea72298fd9cb5,261.367634,376862.41522,147,29,118,positive,84.0,extreme greed,84.0,greed,2,3
2025-01-22,0xa0feb3725a9335f49874d7cd8eaad6be45b27416,140.995116,48536.64,20,18,2,positive,84.0,extreme greed,84.0,greed,2,3
2025-01-22,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,7771.29,111,0,111,low,84.0,extreme greed,84.0,greed,2,3
2025-01-22,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,554.298224,405.71000000000004,13,4,9,positive,84.0,extreme greed,84.0,greed,2,3
2025-01-23,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,229.609892,115293.9,122,90,32,positive,75.0,extreme greed,75.0,greed,2,3
2025-01-23,0x2c229d22b100a7beb69122eed721cee9b24011dd,3776.64959,2590392.0,104,37,67,positive,75.0,extreme greed,75.0,greed,2,3
2025-01-23,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,-5978.38652,8776.92,3,0,3,negative,75.0,extreme greed,75.0,greed,2,3
2025-01-23,0x39cef799f8b69da1995852eea189df24eb5cae3c,0.0,2000.0,4,4,0,low,75.0,extreme greed,75.0,greed,2,3
2025-01-23,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,420.491149,26084.856,26,19,7,positive,75.0,extreme greed,75.0,greed,2,3
2025-01-23,0x4f93fead39b70a1824f981a54d4e55b278e9f760,6749.1349199999995,14.2654,82,55,27,positive,75.0,extreme greed,75.0,greed,2,3
2025-01-23,0x6d6a4b953f202f8df5bed40692e7fd865318264a,0.0,18.52,3,3,0,low,75.0,extreme greed,75.0,greed,2,3
2025-01-23,0x8477e447846c758f5a675856001ea72298fd9cb5,7503.093009,945809.1488,275,152,123,positive,75.0,extreme greed,75.0,greed,2,3
2025-01-23,0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,63464.28729,318147.4,487,100,387,positive,75.0,extreme greed,75.0,greed,2,3
2025-01-23,0xa0feb3725a9335f49874d7cd8eaad6be45b27416,0.0,132.01,6,6,0,low,75.0,extreme greed,75.0,greed,2,3
2025-01-23,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,25224.994585,9833.69,90,90,0,positive,75.0,extreme greed,75.0,greed,2,3
2025-01-23,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,-133.631755,670.02,16,5,11,negative,75.0,extreme greed,75.0,greed,2,3
2025-01-24,0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,1693.493165,26804.670000000002,339,141,198,positive,75.0,extreme greed,75.0,greed,2,3
2025-01-24,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,347.22838,285609.0,120,59,61,positive,75.0,extreme greed,75.0,greed,2,3
2025-01-24,0x2c229d22b100a7beb69122eed721cee9b24011dd,363.482456,59716.4,38,12,26,positive,75.0,extreme greed,75.0,greed,2,3
2025-01-24,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,0.0,1.44239,2,0,2,low,75.0,extreme greed,75.0,greed,2,3
2025-01-24,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,553.5255989999999,13410.48,40,28,12,positive,75.0,extreme greed,75.0,greed,2,3
2025-01-24,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1707.06994,5.8844,42,14,28,positive,75.0,extreme greed,75.0,greed,2,3
2025-01-24,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,0.0,196.0,2,2,0,low,75.0,extreme greed,75.0,greed,2,3
2025-01-24,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,3540.716915,529656.0,137,53,84,positive,75.0,extreme greed,75.0,greed,2,3
2025-01-24,0x8477e447846c758f5a675856001ea72298fd9cb5,288.144978,221888.45,61,2,59,positive,75.0,extreme greed,75.0,greed,2,3
2025-01-24,0xa0feb3725a9335f49874d7cd8eaad6be45b27416,0.0,279.4,9,9,0,low,75.0,extreme greed,75.0,greed,2,3
2025-01-24,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2109.118305,3478.88,84,38,46,positive,75.0,extreme greed,75.0,greed,2,3
2025-01-25,0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,4221.156399,5679.41,54,50,4,positive,75.0,extreme greed,75.0,greed,2,3
2025-01-25,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,124.70498799999999,240142.2,118,73,45,positive,75.0,extreme greed,75.0,greed,2,3
2025-01-25,0x2c229d22b100a7beb69122eed721cee9b24011dd,2167.17715,2471.64,53,20,33,positive,75.0,extreme greed,75.0,greed,2,3
2025-01-25,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,416.148576,8632.15603,36,19,17,positive,75.0,extreme greed,75.0,greed,2,3
2025-01-25,0x4f93fead39b70a1824f981a54d4e55b278e9f760,446.44485399999996,3.83921,18,18,0,positive,75.0,extreme greed,75.0,greed,2,3
2025-01-25,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,0.0,2441.07,14,14,0,low,75.0,extreme greed,75.0,greed,2,3
2025-01-25,0x8170715b3b381dffb7062c0298972d4727a0a63b,-18956.391598000002,44712.0,29,26,3,negative,75.0,extreme greed,75.0,greed,2,3
2025-01-25,0x8381e6d82f1affd39a336e143e081ef7620a3b7f,0.0,94088.0,25,25,0,low,75.0,extreme greed,75.0,greed,2,3
2025-01-25,0x8477e447846c758f5a675856001ea72298fd9cb5,1125.196124,228744.55,111,25,86,positive,75.0,extreme greed,75.0,greed,2,3
2025-01-25,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,74083.0,15,15,0,low,75.0,extreme greed,75.0,greed,2,3
2025-01-25,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,107.54725099999999,1071.29,33,30,3,positive,75.0,extreme greed,75.0,greed,2,3
2025-01-26,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,273.211119,696886.06,106,57,49,positive,73.0,greed,73.0,greed,2,3
2025-01-26,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,535.938645,692.16,18,4,14,positive,73.0,greed,73.0,greed,2,3
2025-01-26,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,262.95,85660.0,55,16,39,positive,73.0,greed,73.0,greed,2,3
2025-01-26,0x8170715b3b381dffb7062c0298972d4727a0a63b,0.0,11196.7,26,0,26,low,73.0,greed,73.0,greed,2,3
2025-01-26,0x8381e6d82f1affd39a336e143e081ef7620a3b7f,38294.693499,776678.0,123,56,67,positive,73.0,greed,73.0,greed,2,3
2025-01-26,0x8477e447846c758f5a675856001ea72298fd9cb5,444.464792,371009.97,96,29,67,positive,73.0,greed,73.0,greed,2,3
2025-01-26,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,1012.208613,1164.8600000000001,27,14,13,positive,73.0,greed,73.0,greed,2,3
2025-01-27,0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,0.0,3026.52,44,44,0,low,71.0,greed,71.0,greed,2,3
2025-01-27,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,838.930696,490313.81998,268,154,114,positive,71.0,greed,71.0,greed,2,3
2025-01-27,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,1295.825632,8404.9444,83,67,16,positive,71.0,greed,71.0,greed,2,3
2025-01-27,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,4.83207,15,15,0,low,71.0,greed,71.0,greed,2,3
2025-01-27,0x6d6a4b953f202f8df5bed40692e7fd865318264a,0.0,690.1,11,11,0,low,71.0,greed,71.0,greed,2,3
2025-01-27,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,0.0,50.0,1,0,1,low,71.0,greed,71.0,greed,2,3
2025-01-27,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2582.715893,993112.0,128,99,29,positive,71.0,greed,71.0,greed,2,3
2025-01-27,0x8170715b3b381dffb7062c0298972d4727a0a63b,0.0,7444.4,22,0,22,low,71.0,greed,71.0,greed,2,3
2025-01-27,0x8381e6d82f1affd39a336e143e081ef7620a3b7f,0.0,419.64,2,2,0,low,71.0,greed,71.0,greed,2,3
2025-01-27,0x8477e447846c758f5a675856001ea72298fd9cb5,4321.583225,498692.57678,31,24,7,positive,71.0,greed,71.0,greed,2,3
2025-01-27,0xa0feb3725a9335f49874d7cd8eaad6be45b27416,0.0,418.53,20,20,0,low,71.0,greed,71.0,greed,2,3
2025-01-27,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,12084.434144,303864.12,56,0,56,positive,71.0,greed,71.0,greed,2,3
2025-01-27,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,256878.0,13,13,0,low,71.0,greed,71.0,greed,2,3
2025-01-27,0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,20428.824,72000.0,23,23,0,positive,71.0,greed,71.0,greed,2,3
2025-01-27,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,-220.548198,2653.02,56,38,18,negative,71.0,greed,71.0,greed,2,3
2025-01-28,0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,6899.2458320000005,3025.46,56,0,56,positive,72.0,greed,72.0,greed,2,3
2025-01-28,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,1019.55769,63254.39499,151,70,81,positive,72.0,greed,72.0,greed,2,3
2025-01-28,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,475.702642,3664.9697026100002,43,8,35,positive,72.0,greed,72.0,greed,2,3
2025-01-28,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,1474.79,2810.0,70,38,32,positive,72.0,greed,72.0,greed,2,3
2025-01-28,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1150.332823,6734134.0,37,3,34,positive,72.0,greed,72.0,greed,2,3
2025-01-28,0x8170715b3b381dffb7062c0298972d4727a0a63b,0.0,5357.6,17,0,17,low,72.0,greed,72.0,greed,2,3
2025-01-28,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,0.0,0.36585362,3,0,3,low,72.0,greed,72.0,greed,2,3
2025-01-28,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,6959.984986,5972.29,121,38,83,positive,72.0,greed,72.0,greed,2,3
2025-01-29,0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,0.0,3337.59,46,46,0,low,72.0,greed,72.0,greed,2,3
2025-01-29,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,152.618804,30612.005,42,22,20,positive,72.0,greed,72.0,greed,2,3
2025-01-29,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,41.935052,131.6365,14,13,1,neutral,72.0,greed,72.0,greed,2,3
2025-01-29,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,45.381082,3114224.0,36,8,28,neutral,72.0,greed,72.0,greed,2,3
2025-01-29,0x8170715b3b381dffb7062c0298972d4727a0a63b,0.0,3629.9,7,0,7,low,72.0,greed,72.0,greed,2,3
2025-01-29,0x8477e447846c758f5a675856001ea72298fd9cb5,0.0,37551.32,13,2,11,low,72.0,greed,72.0,greed,2,3
2025-01-29,0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,21987.812579,1940380.9,636,286,350,positive,72.0,greed,72.0,greed,2,3
2025-01-29,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,3222.42,40,40,0,low,72.0,greed,72.0,greed,2,3
2025-01-29,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,1193.2639530000001,3284.69,76,21,55,positive,72.0,greed,72.0,greed,2,3
2025-01-30,0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,7372.485101,3336.42,55,0,55,positive,70.0,greed,70.0,greed,2,3
2025-01-30,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,1234.2072,35328.55,86,25,61,positive,70.0,greed,70.0,greed,2,3
2025-01-30,0x2c229d22b100a7beb69122eed721cee9b24011dd,159.201612,2473.2,15,9,6,positive,70.0,greed,70.0,greed,2,3
2025-01-30,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,783.829317,15857.470000000001,44,4,40,positive,70.0,greed,70.0,greed,2,3
2025-01-30,0x4f93fead39b70a1824f981a54d4e55b278e9f760,3278.847724,15.28128,75,39,36,positive,70.0,greed,70.0,greed,2,3
2025-01-30,0x6d6a4b953f202f8df5bed40692e7fd865318264a,1643.602279,358.53999999999996,8,0,8,positive,70.0,greed,70.0,greed,2,3
2025-01-30,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,5049.257348,1382688.0,134,62,72,positive,70.0,greed,70.0,greed,2,3
2025-01-30,0x8170715b3b381dffb7062c0298972d4727a0a63b,0.0,9172.9,37,0,37,low,70.0,greed,70.0,greed,2,3
2025-01-30,0x8477e447846c758f5a675856001ea72298fd9cb5,0.0,6653.2,9,0,9,low,70.0,greed,70.0,greed,2,3
2025-01-30,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2503.8204370000003,118824.7,336,0,336,positive,70.0,greed,70.0,greed,2,3
2025-01-30,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,1072.220367,12909.17,268,128,140,positive,70.0,greed,70.0,greed,2,3
2025-01-31,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,755.916254,22131.15,49,11,38,positive,76.0,extreme greed,76.0,greed,2,3
2025-01-31,0x2c229d22b100a7beb69122eed721cee9b24011dd,14418.18988,909857.6,132,17,115,positive,76.0,extreme greed,76.0,greed,2,3
2025-01-31,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,488.582241,41880.10947,57,11,46,positive,76.0,extreme greed,76.0,greed,2,3
2025-01-31,0x4f93fead39b70a1824f981a54d4e55b278e9f760,975.654751,7.72022,59,35,24,positive,76.0,extreme greed,76.0,greed,2,3
2025-01-31,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,6216.099195999999,2959612.4,172,92,80,positive,76.0,extreme greed,76.0,greed,2,3
2025-01-31,0x8170715b3b381dffb7062c0298972d4727a0a63b,0.0,14534.6,48,0,48,low,76.0,extreme greed,76.0,greed,2,3
2025-01-31,0x8477e447846c758f5a675856001ea72298fd9cb5,151.311363,61823.37,66,15,51,positive,76.0,extreme greed,76.0,greed,2,3
2025-01-31,0xa0feb3725a9335f49874d7cd8eaad6be45b27416,9719.053192,6857.54,65,0,65,positive,76.0,extreme greed,76.0,greed,2,3
2025-01-31,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,3614.17,58,0,58,low,76.0,extreme greed,76.0,greed,2,3
2025-01-31,0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,0.0,122000.0,61,0,61,low,76.0,extreme greed,76.0,greed,2,3
2025-01-31,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,3143.489896,14189.89,249,142,107,positive,76.0,extreme greed,76.0,greed,2,3
2025-02-01,0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,1162.002541,6327.02,78,53,25,positive,68.0,greed,68.0,greed,2,3
2025-02-01,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,3.536668000000001,13482.01,51,30,21,neutral,68.0,greed,68.0,greed,2,3
2025-02-01,0x2c229d22b100a7beb69122eed721cee9b24011dd,88.50699399999999,18870.8,21,5,16,neutral,68.0,greed,68.0,greed,2,3
2025-02-01,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,526.448209,15512.529719999999,33,23,10,positive,68.0,greed,68.0,greed,2,3
2025-02-01,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,0.88321,4,4,0,low,68.0,greed,68.0,greed,2,3
2025-02-01,0x6d6a4b953f202f8df5bed40692e7fd865318264a,0.0,379.26,5,5,0,low,68.0,greed,68.0,greed,2,3
2025-02-01,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,9609.447365,6229817.5,148,114,34,positive,68.0,greed,68.0,greed,2,3
2025-02-01,0x8170715b3b381dffb7062c0298972d4727a0a63b,0.0,7252.0,18,0,18,low,68.0,greed,68.0,greed,2,3
2025-02-01,0x8477e447846c758f5a675856001ea72298fd9cb5,1579.909758,172463.51,60,34,26,positive,68.0,greed,68.0,greed,2,3
2025-02-01,0xa0feb3725a9335f49874d7cd8eaad6be45b27416,923.487443,904.91,18,0,18,positive,68.0,greed,68.0,greed,2,3
2025-02-01,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,15452.344326,58143.0,11,11,0,positive,68.0,greed,68.0,greed,2,3
2025-02-01,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2954.521713,8425.48,187,73,114,positive,68.0,greed,68.0,greed,2,3
2025-02-02,0x083384f897ee0f19899168e3b1bec365f52a9012,76710.0,600.0,10,9,1,positive,60.0,greed,60.0,neutral,2,2
2025-02-02,0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,6352.452613,1027391.96011,517,270,247,positive,60.0,greed,60.0,neutral,2,2
2025-02-02,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,-1416.906536,78369.04,91,80,11,negative,60.0,greed,60.0,neutral,2,2
2025-02-02,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,-782.6517170000001,20788.26156,108,83,25,negative,60.0,greed,60.0,neutral,2,2
2025-02-02,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,7.68008,30,30,0,low,60.0,greed,60.0,neutral,2,2
2025-02-02,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,0.0,801000.0,37,0,37,low,60.0,greed,60.0,neutral,2,2
2025-02-02,0x8170715b3b381dffb7062c0298972d4727a0a63b,0.0,24003.1,30,0,30,low,60.0,greed,60.0,neutral,2,2
2025-02-02,0x8381e6d82f1affd39a336e143e081ef7620a3b7f,0.0,1525.71,19,19,0,low,60.0,greed,60.0,neutral,2,2
2025-02-02,0x8477e447846c758f5a675856001ea72298fd9cb5,1023.934713,108696.82878,60,58,2,positive,60.0,greed,60.0,neutral,2,2
2025-02-02,0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,12245.905048999999,600000.0,169,94,75,positive,60.0,greed,60.0,neutral,2,2
2025-02-02,0xa0feb3725a9335f49874d7cd8eaad6be45b27416,0.0,1505.31,29,29,0,low,60.0,greed,60.0,neutral,2,2
2025-02-02,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,69051.70619,182095.2,88,88,0,positive,60.0,greed,60.0,neutral,2,2
2025-02-02,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,-329.680689,10424.14,131,73,58,negative,60.0,greed,60.0,neutral,2,2
2025-02-03,0x083384f897ee0f19899168e3b1bec365f52a9012,101011.685664,9078.259,839,350,489,positive,44.0,fear,44.0,fear,0,1
2025-02-03,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,439.634046,8169.2949096699995,75,27,48,positive,44.0,fear,44.0,fear,0,1
2025-02-03,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2440.916534,32402.607659999998,182,108,74,positive,44.0,fear,44.0,fear,0,1
